[x, x^2, x^3, x^4, z*x, z*x^2, x^2*z^2, z^3*x^2, z*x^3, z^2*x^3, x^3*z^3, x^4*z^2, x^4*z^3, z*x^4, w*x^3*z, z*y*x^2]
[z^2*y^2, z^3*y^2, y^2*z^4, z*y^3, z^2*y^3, y^3*z^3, y^4*z, y^4*z^2, z^3*y^4, z^4*y^3, w*y^2*z^3, w*y^3*z^2, x*y^2*z^3, z^3*y^3*w, z^3*y^3*x, z^4*y^2*w]
[w^3, w^4, x^2, x^3, x^4, x*w, x^2*w, x^3*w, y^2*w, x*w^2, x*w^3, y*x, y*x^2, y*x*w, y^2*x*w, y*x^2*w]
[w^2*z^4, z*w^3, z*w^4, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^2, z^3*w^3, z^3*w^4, z^4*w^3, w^2*y*z^3, w^2*z^4*x, x*z^2*w^3, z^2*y*w^2, z^3*w^3*x, z^3*w^3*y]
[z^2, z^3, z^4, z^3*w, z^4*w, w^2*z^4, z^2*x, z^3*x, z^2*w^2, z^3*w^2, w^2*x*z^3, w^2*y*z^3, w^2*z^4*x, w^2*z^4*y, z^3*y*x, z^2*y*w^2]
[w^2, w^3, y^2, y^3, y^4, w*y, y^2*w, y^3*w, y*w^2, y^2*w^2, z*w^2, y*w^3, w*y^2*z, w^2*y*z, w^2*y*z^3, z^2*y*w^2]
[y, y^2, y^3, y^4, z*y^2, z^2*y^2, z^3*y^2, z*y^3, z^2*y^3, y^3*z^3, y^4*z, y^4*z^2, z^3*y^4, w*y^2*z^3, w*y^3*z^2, z^2*y^2*x]
[z^2*y^3, y^3*z^3, z^2*y^2*w, w*y^2*z^3, w*y^3*z^2, w^2*x*z^3, w^2*y*z^3, w^2*z^4*y, x*z^2*w^2, z^2*y*w^2, z^2*y^2*w^2, z^3*w^3*y, z^3*y^2*w^2, z^3*y^3*w, z^4*y^2*w, w^2*x*z^3*y]
[z^3*x^2, x^2*z^4, x^3*z^3, x^3*z^4, z^3*y^2, y^2*z^4, y^3*z^3, z^3*y^4, z^4*y^3, x*y^2*z^3, x^2*y*z^3, z^3*y*x^3, z^3*y^2*x^2, z^3*y^3*x, z^4*y*x^2, z^4*y^2*x]
[z^2*x^3, x^3*z^3, z^2*y^2, z^2*y^3, z^2*y*x, z^3*y*x, z*y^2*x, z^2*y^2*x, x*y^2*z^3, x*y^3*z, x*y^3*z^2, z*y*x^2, z^2*y*x^2, x^2*y*z^3, x^2*y^2*z^2, z^3*y*x^3]
[w^2*z^4, z^3*y^2, y^2*z^4, y^3*z^3, z^3*w^2, z^3*w^3, z^3*w^4, z^3*y^4, z^4*w^3, z^3*y*w, w*y^2*z^3, w^2*y*z^3, z^3*w^3*y, z^3*y^2*w^2, z^3*y^3*w, z^4*y^2*w]
[x^2*z^2, z^3*x^2, x^2*z^4, z*x^3, z^2*x^3, x^3*z^3, x^3*z^4, x^4*z^2, x^4*z^3, z*x^4, x^2*y*z^3, z^2*x^2*w, x^3*y*z^2, z^3*x^3*w, z^3*y*x^3, z^4*x^2*w]
[z^2, z^3, z^4, z^3*w, z^4*w, w^2*z^4, z^2*x, z^3*x, z^4*x, z^3*w^2, z^3*w^3, z^4*w^3, z^3*x*w, w^2*x*z^3, z^3*y*x, x*y*z^4]
[z^3*x^2, x^2*z^4, x^3*z^3, x^3*z^4, x^4*z^3, z^3*w^2, z^3*w^3, z^3*w^4, z^4*w^3, z^3*x*w, w^2*x*z^3, w^2*z^4*x, z^3*w^3*x, z^3*x^2*w, z^3*x^3*w, z^4*x^2*w]
[y^2, y^3, y^4, y^2*x, z*y^2, z^2*y^2, z^3*y^2, z^2*y^3, y^3*z^3, y^4*z^2, z^3*y^4, z^2*y*x, z^3*y*x, z*y^2*x, z^2*y^2*x, x*y^3*z^2]
[w^2, w^3, w^4, y^2, y^3, y^4, w*y, y^2*w, y^3*w, x*w^2, y*w^2, y^2*w^2, z*w^2, x*w^3, z^2*w^2, y^2*x*w]
[z^2, z^3, z^4, z^2*w, z^3*w, z^4*w, w^2*z^4, z^2*w^2, z^2*w^3, z^3*w^2, z^3*x*w, z^2*y*w, z^3*y*w, w^2*x*z^3, w^2*z^4*y, z^2*y*w^2]
[1, w, x, y, z, x^2, y^2, y^3, x*w, x^2*w, y^2*w, y^2*x, y*z, z*y^2, z^2*y^2, z*y^2*x]
[w^2, w^3, w^4, y^2, y^3, y^4, w*y, y^2*w, y^3*w, y*w^2, y^2*w^2, z*w^2, y*w^3, z*y^2, z*y^3, z*y*w]
[z^2, z^3, z^4, z^2*w, z^3*w, z^4*w, z^2*x, z^3*x, z^4*x, x^2*z^2, z^3*x^2, x^2*z^4, x^3*z^3, z^3*y*w, w^2*y*z^3, z^3*y*x]
[x^2, x^3, x^4, x*w, x^2*w, x*w^2, z*x^2, x^2*z^2, z^3*x^2, x^3*z^3, w*x^3*z^2, x*z^2*w^2, z^2*x^2*w, x^2*z^2*w^2, z^3*x^2*w, z^3*x^3*w]
[w^2*z^4, z^3*x^2, x^2*z^4, x^3*z^3, x^3*z^4, z^3*w^2, z^3*w^3, z^3*w^4, z^3*x*w, w^2*x*z^3, w^2*z^4*x, z^3*w^3*x, z^3*x^2*w, z^3*x^3*w, z^4*w*x, z^4*x^2*w]
[z^3*x^2, x^3*z^3, x^3*z^4, x^4*z^3, z^3*y^2, y^2*z^4, y^3*z^3, z^3*y^4, z^4*y^3, z^3*y*x, x*y^2*z^3, x^2*y*z^3, z^3*y*x^3, z^3*y^2*x^2, z^3*y^3*x, z^4*y^2*x]
[z^3*y^2, y^2*z^4, y^3*z^3, z^3*w^2, z^3*w^3, z^3*w^4, z^3*y^4, z^4*w^3, z^4*y^3, z^3*y*w, w*y^2*z^3, w^2*y*z^3, w^2*z^4*y, z^3*w^3*y, z^3*y^2*w^2, z^4*y^2*w]
[z^3*w^2, z^3*w^3, z^3*w^4, z^3*x*w, w^2*x*z^3, w^2*x^2*z^3, w^2*y*z^3, w^2*z^4*x, w^2*z^4*y, z^3*w^3*x, z^3*w^3*y, z^3*y^2*w^2, w*z^3*x*y, w^2*x*z^3*y, z^3*x^2*w*y, z^3*y^2*x*w]
[y^2, y^3, y^4, y*x, y^2*x, y^2*x^2, z*y^2, z^2*y^2, z^3*y^2, y^3*x, z*y^3, z^2*y^3, z^2*y*x, z^2*y^2*x, x*y^2*z^3, x*y^3*z^2]
[z^3*y^2, y^2*z^4, y^3*z^3, z^3*w^2, z^3*w^3, z^3*w^4, z^3*y^4, z^4*y^3, w*y^2*z^3, w^2*y*z^3, w^2*z^4*y, z^3*w^3*y, z^3*y^2*w^2, z^3*y^3*w, z^4*w*y, z^4*y^2*w]
[x^2, x^3, x^4, z*x^2, x^2*z^2, z^3*x^2, z*x^3, z^2*x^3, x^3*z^3, z*x*w, w*x*z^2, w*x^2*z, w*x^3*z, w*x^3*z^2, z*x*w^2, z^2*x^2*w]
[x, x^2, x^3, x^4, z*x^2, x^2*z^2, z^3*x^2, z*x^3, z^2*x^3, x^3*z^3, x^4*z^2, x^4*z^3, z*x^4, w*x^2*z, w*x^3*z, z^2*y*x^2]
[z^2, z^3, z^2*w, z^3*x, z^3*y, z^3*y^2, z^2*w^2, z^2*w^3, z^3*w^2, z^3*w^3, w*x*z^2, z^2*y*w, w^2*y*z^3, z^2*x^2*w, z^2*y*w^2, z^2*y*x*w]
[y^2, y^3, y^4, w*y, y^2*w, z*y^2, z^2*y^2, z^3*y^2, y^3*z^3, z^2*y*w, z^3*y*w, w*y^2*z, z^2*y^2*w, w*y^2*z^3, w^2*y^2*z, z^3*y^2*w^2]
[z^3*x^2, x^2*z^4, x^3*z^3, x^3*z^4, z^3*y^2, y^3*z^3, z^3*y^4, z^3*y*x, x*y*z^4, x*y^2*z^3, x^2*y*z^3, z^3*y*x^3, z^3*y^2*x^2, z^3*y^3*x, z^4*y*x^2, z^4*y^2*x]
[x, x^2, x^3, x^4, z*x^2, x^2*z^2, z^3*x^2, z*x^3, z^2*x^3, x^3*z^3, x^4*z^2, x^4*z^3, z*x^4, w*x^2*z, w*x^3*z, z*y*x^2]
[z^3*w, w^2*z^4, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^2, z^3*w^3, z^3*w^4, z^4*w^3, z^3*y*w, w^2*x*z^3, w^2*y*z^3, w^2*z^4*x, z^3*w^3*x, z^3*w^3*y, z^4*w*x]
[w^2, w^3, z*w^2, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^2, z^3*w^3, z^3*w^4, w*x*z^2, z^3*x*w, z*x*w^2, w^2*x^2*z, x*z^2*w^2, x*z^2*w^3, z^3*x^2*w]
[z^2, z^3, z^4, z^3*w, z^4*w, w^2*z^4, z^3*y, z^3*y^2, y^2*z^4, z^2*y^3, y^3*z^3, z^4*y^3, w*y^2*z^3, z^3*y*x, x*y^2*z^3, z^4*y^2*w]
[z^3*w, z^4*w, w^2*z^4, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^2, z^3*w^3, z^3*w^4, z^4*w^3, z^3*y*w, w^2*y*z^3, w^2*z^4*x, z^3*w^3*x, z^3*w^3*y, z^4*w*x]
[z^2, z^3, z^4, z^2*w, z^3*w, z^4*w, w^2*z^4, z^2*x, z^3*x, z^4*x, x^2*z^2, z^2*w^2, z^3*w^2, z^3*y*w, w^2*x*z^3, w^2*z^4*x]
[z^3*y, z^4*y, z^2*y^2, z^3*y^2, y^2*z^4, z^2*y^3, y^3*z^3, y^4*z^2, z^3*y^4, z^4*y^3, z^3*y*w, w*y^2*z^3, z^3*y*x, z^3*y^3*w, z^4*y^2*w, z^4*y^2*x]
[x^2, x^3, x^4, y^2, x^3*w, w*y, y*x, y^2*x, y*x^2, y^2*x^2, y*x^3, z*x^3, y^3*x, y*x*w, y^2*x*w, w*x^3*z]
[x^2, x^3, x^4, x^2*w, x^3*w, x^2*w^2, z*x^2, x^2*z^2, z*x^3, z^2*x^3, w*x*z^2, z^3*x*w, w*x^2*z, x*z^2*w^2, z^2*x^2*w, z^3*x^2*w]
[z^3*w, z^4*w, w^2*z^4, z^2*w^3, z^2*w^4, z^3*w^2, z^3*w^3, z^3*w^4, z^4*w^3, z^3*x*w, z^3*y*w, w^2*x*z^3, w^2*y*z^3, w^2*z^4*y, z^3*w^3*y, z^4*w*y]
[w, w^2, w^3, w^4, z*w, z^3*w, z*w^2, z*w^3, z*w^4, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^2, z^3*w^3, z^3*w^4, z^3*y*w]
[w, w^2, w^3, w^4, x*w, w*y, z*w^2, z*w^3, z*w^4, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^2, z^3*w^3, z^3*w^4, z*y*w]
[y^2, y^3, y^4, y*x, y^2*x, y*x^2, y^2*x^2, y^3*x, z*y^3, z^3*y*x, z*y^2*x, z^2*y^2*x, x*y^2*z^3, x*y^3*z, z*y*x^2, z*y*x]
[x, x^2, x^3, x^4, x*w, z*x^2, x^2*z^2, z^3*x^2, z*x^3, z^2*x^3, x^3*z^3, x^4*z^2, x^4*z^3, z*x^4, z*y*x^2, z^2*y*x^2]
[z^2, z^3, z^2*x, z^3*x, x^2*z^2, z^3*x^2, x^2*z^4, z^2*x^3, x^3*z^3, x^3*z^4, z^3*y, z^2*y*x, z^3*y*x, z^2*y*x^2, x^2*y*z^3, z^2*x^2*w]
[z^3*y^2, y^3*z^3, z^3*y^4, z^4*y^3, z^3*y*w, w*y^2*z^3, w^2*y*z^3, w^2*z^4*y, z^3*y*x, x*y^2*z^3, x^2*y*z^3, z^3*y^2*w^2, z^3*y^3*w, z^4*w*y, z^4*y^2*w, z^4*x*w*y]
[z^2*y^3, y^3*z^3, y^4*z^2, z^3*y^4, z^4*y^3, z^2*y^2*w, w*y^2*z^3, z^2*y^2*x, x*y^2*z^3, x*y^3*z^2, z^2*y*x^2, x^2*y*z^3, x^2*y^2*z^2, z^3*y^2*x^2, z^3*y^3*x, z^3*y^2*x*w]
[z^2, z^3, z^4, z^2*w, z^3*w, z^2*x, z^3*x^2, z^2*y^2, z^2*w^2, z^3*w^2, z^3*x*w, z^2*y*w, z^2*y^2*w, w*y^2*z^3, w^2*x*z^3, z^3*x^2*w]
[z^3, z^3*y, z^3*y^2, y^2*z^4, z^2*y^3, y^3*z^3, z^4*y^3, z^3*y*w, w*y^2*z^3, z^3*y*x, x*y*z^4, z^2*y^2*x, x*y^2*z^3, x^2*y*z^3, z^4*y^2*x, z^4*x*w*y]
[w^2, w^3, w^4, w*y, y^2*w, y*w^2, y^2*w^2, x*w^3, y*x, y*x*w, y^2*x*w, z*y*w, z^2*y*w, w^2*y*z, w^2*y^2*z, z^2*y*w^2]
[x^2, x^3, x^4, x^2*w, x^3*w, z*x^2, x^2*z^2, z^3*x^2, x^3*z^3, w*x*z^2, z^3*x*w, w*x^2*z, w*x^3*z^2, z^2*x^2*w, z^3*x^2*w, z^3*x^3*w]
[w^2, w^3, w^4, x^2, x^3, x^4, x*w, x^2*w, x^3*w, x*w^2, z*w^2, z*x^3, z*x*w, w*x*z^2, w*x^2*z, w*x^3*z]
[z^3*x^2, x^2*z^4, x^3*z^3, x^3*z^4, z^3*w^2, z^3*w^3, z^3*w^4, z^3*x*w, w^2*x*z^3, w^2*x^2*z^3, w^2*z^4*x, z^3*w^3*x, z^3*x^2*w, z^3*x^3*w, z^4*w*x, z^4*x^2*w]
[w^2, w^3, w^4, z*w, z*w^2, z*w^3, z*w^4, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^2, z^3*w^3, z^3*w^4, w^2*y*z, z^2*y*w^2, y*w^3*z^2]
[x^2, x^3, x^4, y^2, y^3, x^2*w, x^3*w, y*x, y^2*x, y*x^2, y^2*x^2, y^3*x, y*x^2*w, w*x^3*z, z*y^2*x, z*y*x^2]
[y, y^2, y^3, y^4, w*y, z*y^2, z^2*y^2, z^3*y^2, z*y^3, z^2*y^3, y^3*z^3, y^4*z, y^4*z^2, z^3*y^4, z*y*w, z^2*y^2*w]
[x^2*z^2, z^3*x^2, x^2*z^4, z*x^3, z^2*x^3, x^3*z^3, x^3*z^4, x^4*z^2, x^4*z^3, z*x^4, x^2*y*z^3, z^2*x^2*w, x^3*y*z^2, z^3*x^2*w, z^3*x^3*w, z^3*y*x^3]
[w^2, w^3, w^4, z*w^2, y^3*z^3, z^2*w^2, z^2*w^3, z^3*w^3, w*y^2*z, z^2*y^2*w, w*y^2*z^3, w*y^3*z^2, w^2*y*z^3, z^3*w^3*y, z^3*y^2*w^2, z^3*y^3*w]
[z*x^2, x^2*z^2, z^3*x^2, z^2*x^3, x^3*z^3, z^2*y^3, z^3*y*x, z*y^2*x, z^2*y^2*x, x*y^2*z^3, x*y^3*z^2, z^2*y*x^2, x^2*y*z^3, x^2*y^2*z^2, x^3*y*z^2, z^3*y*x^3]
[w^2*z^4, z^3*x^2, x^3*z^3, x^3*z^4, z^3*w^2, z^3*w^3, z^3*w^4, z^4*w^3, z^3*x*w, w^2*x*z^3, w^2*x^2*z^3, w^2*z^4*x, z^3*w^3*x, z^3*x^2*w, z^3*x^3*w, z^4*x^2*w]
[w^2, w^3, w^4, x*w, x*w^2, z*w^2, x*w^3, z*w^3, z*w^4, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^2, z*x*w^2, x*z^2*w^2, x*z^2*w^3]
[w^2, w^3, y*w^2, z*w^2, z^2*y^2, z^2*w^2, z^3*w^2, z^2*y*w, w*y^2*z, z^2*y^2*w, w*y^3*z^2, w^2*y*z, w^2*y*z^3, z^2*y*w^2, y*w^3*z^2, z^2*y^2*w^2]
[x^2, x^3, x^4, y^2, y^3, y*x, y^2*x, y*x^2, y^2*x^2, x^2*z^2, z^2*y*x, z^3*y*x, z*y*x^2, z^2*y*x^2, x^2*y*z^3, z^3*y*x^3]
[z^3*x^2, x^3*z^3, x^4*z^3, z^3*w^2, z^3*w^3, z^3*w^4, z^4*w^3, z^3*x*w, w^2*x*z^3, w^2*x^2*z^3, w^2*z^4*x, z^3*w^3*x, z^3*x^2*w, z^3*x^3*w, z^4*w*x, z^4*x^2*w]
[x^2, x^3, x^4, x^2*w, x^3*w, z*x^2, x^2*z^2, z^3*x^2, z*x^3, z^2*x^3, x^3*z^3, x^4*z^2, x^4*z^3, w*x^3*z^2, z^2*x^2*w, x^2*z^2*w^2]
[x^2, x^3, z*x^2, x^2*z^2, z^3*x^2, y*x^3, z*x^3, z^2*x^3, x^3*z^3, x^4*z^3, z*x^4, z^2*y*x, z^2*y^2*x, x*y^2*z^3, z*y*x^2, z^2*y*x^2]
[z^3*x^2, x^3*z^3, z^3*x*w, z^3*y*w, w*y^2*z^3, w^2*x*z^3, w^2*x^2*z^3, w^2*y*z^3, x^2*y*z^3, z^3*w^3*x, z^3*w^3*y, z^3*x^2*w, z^3*x^3*w, w*z^3*x*y, w^2*x*z^3*y, z^3*x^2*w*y]
[w^3, x*w, x^2*w, x*w^2, x*w^3, x^2*w^2, z^2*w^2, z^2*w^3, z^3*w^2, z*x*w, w*x*z^2, z*x*w^2, w^2*x^2*z, x*z^2*w^2, x*z^2*w^3, x^2*z^2*w^2]
[z^2, z^3, z^4, z^3*w, z^4*w, z^2*x, z^3*x, z^2*y^2, w*x*z^2, z^3*x*w, w^2*x*z^3, z^2*y*x, z^3*y*x, z^2*y^2*x, x*y^2*z^3, x^2*y*z^3]
[w^2, x*w^2, z*w^2, x^2*w^2, z^2*w^2, z^2*w^3, w*x*z^2, z^3*x*w, y*x*w^2, z*x*w^2, w^2*x*z^3, w^2*x^2*z, w^2*x^2*z^3, x*z^2*w^2, x*z^2*w^3, x^2*z^2*w^2]
[z^3*w, z^4*w, w^2*z^4, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^2, z^3*w^3, z^3*w^4, z^4*w^3, w^2*x*z^3, w^2*z^4*x, w^2*z^4*y, z^3*w^3*x, z^4*w*x, z^4*w*y]
[x^2, x^3, x^4, y^2, y^3, y^4, y*x, y^2*x, y*x^2, y^2*x^2, z*x^2, y*x^3, z*x^3, z*y^2, z*y^2*x, x*y^3*z]
[1, w, x, y, z, w^2, x^2, y^2, z^2, z^3, x*w, z*x, z*x^2, z^2*y, z^2*y*x, z*y*x]
[w, w^2, w^3, w^4, z^3*w, y*w^2, z*w^2, z*w^3, z*w^4, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^2, z^3*w^3, z^3*w^4, w^2*y*z]
[y^2, y^3, y^4, w*y, y^2*w, y*z, z*y^2, z^2*y^2, z^3*y^2, z*y^3, z^2*y^3, y^3*z^3, y^4*z, y^4*z^2, z^3*y^4, z^2*y^2*w]
[z^3*x, z^4*x, z^3*x^2, x^2*z^4, z^2*x^3, x^3*z^3, x^3*z^4, x^4*z^2, x^4*z^3, z^3*x*w, z^3*y*x, x^2*y*z^3, z^3*x^2*w, z^3*x^3*w, z^3*y*x^3, z^4*x^2*w]
[1, w, x, y, z, z^2, z^3, z^2*w, y*x, z^2*w^2, z^3*w^2, z*x*w, w*x*z^2, z^3*x*w, z^2*y*w, z*y*x]
[1, x, y, z, z^2, z^3, z^2*w, z^3*x, y*z, w*x*z^2, z^3*x*w, z^2*y*w, z^3*y*w, z^2*y*x, z^3*y*x, z*y*x]
[1, w, x, y, z, w^2, x^2, y^2, z^2, y*x, z*x, z^2*x, y*z, z^2*y*x, z^3*y*x, z*y*x]
[w^2, w^3, w^4, x^2, x*w, x^2*w, x^3*w, x*w^2, y*w^2, z*w^2, x*w^3, z*x^2, z*x^3, z^2*w^2, z^3*w^2, z*x*w]
[w^2*z^4, z^3*y^2, y^3*z^3, z^3*w^2, z^3*w^3, z^3*w^4, z^3*y^4, z^4*w^3, z^4*y^3, z^3*y*w, w*y^2*z^3, w^2*y*z^3, w^2*z^4*y, z^3*w^3*y, z^3*y^3*w, z^4*y^2*w]
[z^2*w^3, z^2*w^4, z^3*w^3, z^3*w^4, w^2*x*z^3, w^2*x^2*z^3, w^2*y*z^3, w^2*z^4*x, w^2*z^4*y, x*z^2*w^2, z^2*y*w^2, z^3*w^3*x, z^3*w^3*y, z^3*x^2*w, w*z^3*x*y, w^2*x*z^3*y]
[w, w^2, w^3, w^4, w*y, z*w^2, z*w^3, z*w^4, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^2, z^3*w^3, z^3*w^4, w^2*x*z^3, w^2*y*z^3]
[y^2, y^3, y^4, y^3*w, y*z, z*y^2, z^2*y^2, z^3*y^2, z*y^3, z^2*y^3, y^3*z^3, y^4*z, y^4*z^2, z^3*y^4, w*y^2*z^3, z^2*y^2*x]
[w^2, w^3, x*w, x*w^2, z*w^2, z^2*x^3, z^2*w^2, z*x*w, w*x*z^2, w*x^2*z, w*x^3*z^2, w^2*x*z^3, x*z^2*w^2, z^2*x^2*w, z^3*w^3*x, z^3*x^2*w]
[w^2, w^3, x*w, z*w^2, x*w^3, z*x^2, x^2*z^2, z^2*w^2, z*x*w, w*x*z^2, z^3*x*w, w*x^2*z, w*x^3*z, z*x*w^2, x*z^2*w^2, z*x*w^3]
[1, w, x, y, z, w^2, x^2, y^2, z^2, z^3, x*w, z*w, z*x, z^3*x, z^3*x^2, z*x*w]
[1, w, x, y, z, z*w, y*x, z*x, y*z, z^2*y, z*y^2, z*y*w, z^2*y*w, z^2*y*x, z^3*y*x, z*y*x]
[w^2, w^3, w^4, y^2, y^3, w*y, y^2*w, y*w^2, y^2*w^2, z*w^2, y*w^3, z*w^4, z*y*w, w*y^2*z, w^2*y*z, w^2*y^2*z]
[x^3*z^3, x^4*z^3, z^3*y^2, y^2*z^4, y^3*z^3, z^3*y^4, z^4*y^3, z^3*y*x, x*y*z^4, x*y^2*z^3, x^2*y*z^3, z^3*y*x^3, z^3*y^2*x^2, z^3*y^3*x, z^4*y*x^2, z^4*y^2*x]
[1, w, x, y, z, w^2, x^2, y^2, z^2, z^3, x*w, w*y, z*w, z*w^2, y*z, z*y^2]
[x^2, x^3, x^4, y^2, y^3, x*w, x^2*w, x^3*w, y*x, y^2*x, y*x^2, y^2*x^2, z*y^2, z*x^4, y*x*w, y^2*x*w]
[w^2*z^4, z^3*x^2, x^2*z^4, x^3*z^3, x^3*z^4, x^4*z^3, z^3*w^2, z^3*w^3, z^4*w^3, z^3*x*w, w^2*x*z^3, w^2*x^2*z^3, w^2*z^4*x, z^3*x^2*w, z^3*x^3*w, z^4*x^2*w]
[z^3*x^2, x^3*z^3, x^4*z^3, z^3*y^2, z^3*w^3, z^3*x*w, w^2*x*z^3, w^2*x^2*z^3, z^3*y*x, x*y^2*z^3, x^2*y*z^3, z^3*w^3*x, z^3*x^2*w, z^3*x^3*w, z^3*y*x^3, z^3*y^2*x^2]
[w^2, w^3, w^4, y^2, y^3, y^4, x*w, w*y, y^2*w, y^3*w, y*w^2, y*x, z*y^3, y^4*z, y*x*w, w*y^2*z]
[x^2, x^3, x^4, z*x^2, x^2*z^2, z^3*x^2, z*x^3, z^2*x^3, x^3*z^3, x^4*z^2, x^4*z^3, z*x^4, w*x^2*z, w*x^3*z, w^2*x^2*z, z^2*x^2*w]
[z^2, z^3, z^4, z^2*w, z^3*w, z^4*w, z^2*x, z^3*x, z^4*y, z^2*w^2, w*x*z^2, z^2*y*w, z^3*y*w, z^2*y^2*w, w^2*y*z^3, z^2*y*x*w]
[w^2*z^4, z*w^3, z*w^4, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^2, z^3*w^3, z^3*w^4, z^4*w^3, w^2*x*z^3, x*z^2*w^2, z^2*y*w^2, y*w^3*z^2, z^3*w^3*x, z^3*w^3*y]
[w^2, w^3, w^4, x*w, x*w^2, z*w^2, x^2*w^2, z*w^3, z*w^4, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^3, z*x*w, z*x*w^2, x*z^2*w^3]
[z^3*y, z^4*y, z^3*y^2, y^2*z^4, z^2*y^3, y^3*z^3, y^4*z^2, z^3*y^4, z^4*y^3, z^3*y*w, w*y^2*z^3, x*y^2*z^3, z^3*y^3*w, z^3*y^3*x, z^4*y^2*w, z^4*y^2*x]
[z^2, z^3, z^4, z^2*w, z^3*w, z^4*w, w^2*z^4, z^3*x, z^4*x, z^3*w^2, z^3*x*w, z^3*y*w, w*y^2*z^3, w^2*x*z^3, w^2*z^4*x, z^4*w*x]
[1, w, y, z, y^2, z^2, z^3, x*w, z^2*w, z^3*w, z^3*y, z^3*y^2, z^2*w^2, z*x*w, w*x*z^2, z^3*x*w]
[w^2, w^3, w^4, x^2, x^3, x^4, x*w, x^2*w, x*w^2, x*w^3, z*w^3, z*w^4, z^2*w^2, z^2*w^3, z*x*w, z*x*w^3]
[x^2, x^3, x^4, z*x^2, x^2*z^2, z^3*x^2, z*x^3, z^2*x^3, x^3*z^3, x^4*z^2, x^4*z^3, z*x^4, z^2*y*x, z*y*x^2, z^2*y*x^2, x^3*y*z^2]
[w^2, w^3, w*y, y^2*w, y*w^2, y*w^3, z*w^3, z*w^4, z^2*w^3, z^2*w^4, z^3*w^3, z^3*w^4, w^2*y*z, w^2*y*z^3, z*y*w^3, z^3*w^3*y]
[z^3*x^2, x^2*z^4, x^3*z^3, x^3*z^4, x^4*z^3, z^3*y^2, w^2*x*z^3, w^2*x^2*z^3, z^3*y*x, x*y^2*z^3, x^2*y*z^3, z^3*w^3*x, z^3*x^2*w, z^3*x^3*w, z^3*y*x^3, z^4*x^2*w]
[x^2*z^2, z^3*x^2, x^2*z^4, z*x^3, z^2*x^3, x^3*z^3, x^3*z^4, x^4*z^2, x^4*z^3, z*x^4, w*x^3*z^2, x^2*y*z^3, z^3*x^2*w, z^3*x^3*w, z^3*y*x^3, z^4*x^2*w]
[w^2, w^3, w^4, x^2, x^3, x*w, x^2*w, x^3*w, x*w^2, z*w^2, x^2*w^2, z*w^3, z^2*w^3, w*x^3*z, z*x*w^2, z*x*w^3]
[w^2, w^3, w^4, x*w^2, x*w^3, z*w^3, z*w^4, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^2, z^3*w^3, w^2*x*z^3, w^2*x^2*z^3, x*z^2*w^2, x*z^2*w^3]
[y, y^2, y^3, y^4, w*y, z*y^2, z^2*y^2, z^3*y^2, z*y^3, z^2*y^3, y^3*z^3, y^4*z, y^4*z^2, z^3*y^4, z^2*y^2*w, w*y^3*z^2]
[y^2, y^3, y^4, w*y, y^2*w, y^3*w, y*w^2, y^2*w^2, z*y^2, z*y^3, z*y*w, w*y^2*z, z^2*y^2*w, w*y^3*z^2, w^2*y^2*z, y^3*w*z]
[w, w^2, w^3, w^4, x*w, z*w, z*w^2, z*w^3, z*w^4, z^2*w^2, z^2*w^3, z^2*w^4, z^3*w^2, z^3*w^3, z^3*w^4, z*x*w^2]
[x^2, x^3, x^4, y^2*x, y*x^2, y^2*x^2, z*x^2, x^2*z^2, z^3*x^2, z*x^3, z^2*x^3, z^2*y*x, z^3*y*x, z^2*y*x^2, x^2*y*z^3, z^3*y*x^3]
[z^2*y^2, z^3*y^2, y^2*z^4, z*y^3, z^2*y^3, y^3*z^3, y^4*z, y^4*z^2, z^3*y^4, z^4*y^3, z^2*y^2*w, w*y^3*z^2, z^2*y^2*x, z^3*y^3*w, z^3*y^3*x, z^4*y^2*w]
[1, w, x, y, x*w, w*y, z*w, z*w^2, z*x, y*z, z^2*w^2, z^3*w^2, z*y*w, z^2*y*w, z^3*y*w, z*y*x]
[z^3*x^2, x^3*z^3, x^3*z^4, x^4*z^3, z^3*x*w, w^2*x*z^3, x*y^2*z^3, x^2*y*z^3, z^3*w^3*x, z^3*x^2*w, z^3*x^3*w, z^3*y*x^3, z^3*y^2*x^2, z^4*x^2*w, z^4*y^2*x, z^3*x^2*w*y]
[1, w, x, y, z, w^2, x^2, y^2, z^2, z^3, x*w, w*y, z*w^2, z*x, y*z, z*y^2]
